Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,normalised_price_ewma_norm,capped_forecast,forecast*returns,cum_series
2021-01-11,0.30154,0.30397,0.2288,0.2757,1538966424.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.2757,0.2757,0.2757,0.0263391394576287,11,0.0,0.5,1,384.77187621289295,20.0,-1.7132623619540355,6.508920726637568
2021-01-12,0.27563,0.31442,0.2628,0.28888,1059013244.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.28888,0.28888,0.28888,0.027535345132736932,12,0.0,0.5,1,430.423805740717,20.0,0.9561117156329368,7.4650324422705046
2021-01-13,0.28875,0.31587,0.27,0.3123,715473111.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.3123,0.3123,0.3123,0.031383045271711735,13,0.0,0.5,1,507.83661908103727,20.0,1.6214345056770973,9.086466947947603
2021-01-14,0.31246,0.32455,0.29646,0.31201,656502674.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.31201,0.31201,0.31201,0.035733832501750364,14,0.0,0.5,1,506.8434470368823,20.0,-0.018571886007046068,9.067895061940558
2021-01-15,0.31203,0.33225,0.27739,0.30188,853517402.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.30188,0.30188,0.30188,0.03738337977173663,15,0.0,0.5,1,470.14084938153917,20.0,-0.6493381622383909,8.418556899702168
2021-01-16,0.30189,0.36696,0.30186,0.35071,1219589043.23,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.35071,0.35071,0.35071,0.05362636855326416,16,0.0,0.5,1,618.574583474044,20.0,3.235060288856504,11.653617188558671
2021-01-17,0.35057,0.3974,0.34076,0.38081,1422650839.29,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.38081,0.38081,0.38081,0.07901729873728179,17,0.0,0.5,1,704.8606174207453,20.0,1.7165179207892534,13.370135109347924
2021-01-18,0.38077,0.39724,0.36413,0.37123,636785470.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.37123,0.37123,0.37123,0.09969265111885255,18,0.0,0.5,1,676.1549234657128,20.0,-0.5031380478453817,12.866997061502541
2021-01-19,0.37132,0.39001,0.362,0.3672,606641543.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.3672,0.3672,0.3672,0.11651447521885984,19,0.0,0.5,1,663.6534903335721,20.0,-0.21711607359318874,12.649880987909352
2021-01-20,0.3672,0.3769,0.33033,0.37532,656351514.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.37532,0.37532,0.37532,0.13249413150360556,20,0.0,0.5,1,689.0242294849191,20.0,0.4422657952069686,13.09214678311632
2021-01-21,0.37548,0.37945,0.3,0.30785,802690568.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.30785,0.30785,0.30785,0.055388912190836595,21,0.0,0.5,1,457.74689747928403,20.0,-3.595331983374186,9.496814799742134
2021-01-22,0.30786,0.3598,0.28,0.34867,898752288.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34867,0.34867,0.34867,0.047461529936858995,22,0.0,0.5,1,580.2734894033142,20.0,2.6519408802988442,12.148755680040978
2021-01-23,0.34842,0.35763,0.33541,0.34583,418300948.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34583,0.34583,0.34583,0.04078738007547244,23,0.0,0.5,1,571.4766367346558,20.0,-0.16290475234462143,11.985850927696356
2021-01-24,0.34575,0.36926,0.33613,0.35345,458536220.6,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.35345,0.35345,0.35345,0.034831951439054126,24,0.0,0.5,1,595.1721402590376,20.0,0.4406789463030947,12.426529873999451
2021-01-25,0.35346,0.36415,0.34034,0.34308,407390809.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34308,0.34308,0.34308,0.031179753092266935,25,0.0,0.5,1,561.3547082093028,20.0,-0.5867873815249669,11.839742492474484
2021-01-26,0.34284,0.35111,0.32404,0.3433,354428194.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.3433,0.3433,0.3433,0.03131343483319299,26,0.0,0.5,1,562.0892039622834,20.0,0.012824997085227885,11.85256748955971
2021-01-27,0.34342,0.34396,0.30404,0.31144,422544056.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.31144,0.31144,0.31144,0.03078532639184818,27,0.0,0.5,1,446.2641822549009,20.0,-1.8561025342266246,9.996464955333085
2021-01-28,0.31142,0.35575,0.30431,0.34409,487709261.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34409,0.34409,0.34409,0.030209505388030872,28,0.0,0.5,1,553.5521737351327,20.0,2.0967120472643197,12.093177002597404
2021-01-29,0.34409,0.36836,0.3305,0.34752,666472809.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34752,0.34752,0.34752,0.030366692799495634,29,0.0,0.5,1,564.9834724371387,20.0,0.19936644482548171,12.292543447422887
2021-01-30,0.34764,0.37694,0.337,0.364,510716622.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.364,0.364,0.364,0.03004703948548172,30,0.0,0.5,1,618.5348483170518,20.0,0.9484346224677731,13.240978069890659
2021-01-31,0.36395,0.37752,0.338,0.34475,399794774.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.34475,0.34475,0.34475,0.0263391394576287,31,0.0,0.5,1,552.001659018434,20.0,-1.0576923076923062,12.183285762198352
2021-02-01,0.34464,0.42411,0.33214,0.40876,844822325.13,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.40876,0.40876,0.40876,0.027535345132736932,32,0.0,0.5,1,726.860248948081,20.0,3.7134155184916606,15.896701280690014
2021-02-02,0.40882,0.4559,0.38868,0.42498,1501769862.49,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.42498,0.42498,0.42498,0.031383045271711735,33,0.0,0.5,1,770.4506603729931,20.0,0.7936197279577284,16.690321008647743
2021-02-03,0.425,0.44961,0.41509,0.44189,541252929.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.44189,0.44189,0.44189,0.035733832501750364,34,0.0,0.5,1,815.1527125695991,20.0,0.7958021553955463,17.48612316404329
2021-02-04,0.44213,0.45,0.41003,0.43934,536142412.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.43934,0.43934,0.43934,0.03738337977173663,35,0.0,0.5,1,808.236540960608,20.0,-0.11541333816108112,17.37070982588221
2021-02-05,0.43903,0.56,0.43638,0.53917,1277155737.26,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.53917,0.53917,0.53917,0.05362636855326416,36,0.0,0.5,1,1008.9942741733959,20.0,4.544544088860567,21.915253914742777
2021-02-06,0.53874,0.66706,0.51901,0.63444,1255504052.74,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.63444,0.63444,0.63444,0.07901729873728179,37,0.0,0.5,1,1167.6753828065523,20.0,3.5339503310644105,25.449204245807188
2021-02-07,0.63444,0.70888,0.58,0.66109,1596532267.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.66109,0.66109,0.66109,0.09969265111885255,38,0.0,0.5,1,1211.2423919668026,20.0,0.840110963999745,26.289315209806933
2021-02-08,0.66109,0.7238,0.63191,0.67638,1008667679.66,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.67638,0.67638,0.67638,0.11651447521885984,39,0.0,0.5,1,1236.198145675969,20.0,0.4625693929722141,26.751884602779146
2021-02-09,0.67674,0.71206,0.6624,0.70562,590482327.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.70562,0.70562,0.70562,0.13249413150360556,40,0.0,0.5,1,1282.9841428552484,20.0,0.8646027381058019,27.616487340884948
2021-02-10,0.70562,0.95306,0.70555,0.93966,1693219939.33,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.93966,0.93966,0.93966,0.17060283970919735,41,0.0,0.5,1,1521.2794754304516,20.0,6.633598820895101,34.25008616178005
2021-02-11,0.94041,0.98,0.86513,0.92796,975100368.22,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.92796,0.92796,0.92796,0.19681814429823277,42,0.0,0.5,1,1509.0720530606648,20.0,-0.24902624353489555,34.001059918245154
2021-02-12,0.9281,0.94825,0.866,0.92426,649547803.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.92426,0.92426,0.92426,0.21539213221471198,43,0.0,0.5,1,1505.137656215969,20.0,-0.0797448165869219,33.92131510165823
2021-02-13,0.92418,0.95053,0.82,0.91299,586878561.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.91299,0.91299,0.91299,0.22807235775654958,44,0.0,0.5,1,1492.84007984114,20.0,-0.24387077229351073,33.67744432936472
2021-02-14,0.91303,0.919,0.80666,0.84364,539495015.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.84364,0.84364,0.84364,0.23141050450159814,45,0.0,0.5,1,1411.7363638255258,20.0,-1.5191842188852012,32.15826011047952
2021-02-15,0.84288,0.911,0.6856,0.86143,932826536.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.86143,0.86143,0.86143,0.23289617832563111,46,0.0,0.5,1,1432.5505518711839,20.0,0.42174387179365613,32.580003982273176
2021-02-16,0.86128,0.90591,0.83334,0.87,526075390.6,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.87,0.87,0.87,0.22960175607422598,47,0.0,0.5,1,1442.6808325075208,20.0,0.19897147765924217,32.77897545993242
2021-02-17,0.8699,0.89745,0.8215,0.89206,460328636.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.89206,0.89206,0.89206,0.22628391584351204,48,0.0,0.5,1,1468.6714809881444,20.0,0.5071264367816086,33.28610189671403
2021-02-18,0.89206,0.9578,0.89202,0.91442,580074009.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.91442,0.91442,0.91442,0.22078470195383118,49,0.0,0.5,1,1494.9362009022589,20.0,0.5013115709705618,33.787413467684594
2021-02-19,0.91433,0.9456,0.87851,0.92581,547803715.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.92581,0.92581,0.92581,0.21322471985344219,50,0.0,0.5,1,1508.4254808486457,20.0,0.2491196605498569,34.03653312823445
2021-02-20,0.92597,1.2,0.91329,1.11568,1480541916.53,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.11568,1.11568,1.11568,0.21255941512161267,51,0.0,0.5,1,1686.1929348384706,20.0,4.101705533532796,38.13823866176725
2021-02-21,1.1156,1.15172,1.0675,1.09894,636265765.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.09894,1.09894,1.09894,0.20974087598498134,52,0.0,0.5,1,1670.0657750002472,20.0,-0.3000860461781141,37.83815261558913
2021-02-22,1.09955,1.146,0.831,1.09703,1333970209.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.09703,1.09703,1.09703,0.20230970339855295,53,0.0,0.5,1,1668.190134768961,20.0,-0.03476076946876239,37.80339184612037
2021-02-23,1.09728,1.142,0.81,0.96197,1625220448.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,0.96197,0.96197,0.96197,0.18355910559573232,54,0.0,0.5,1,1522.9250980127324,20.0,-2.4622845318724185,35.34110731424795
2021-02-24,0.96136,1.077,0.8978,1.04902,946049063.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.04902,1.04902,1.04902,0.16158909060606375,55,0.0,0.5,1,1609.9510035998044,20.0,1.8098277493061143,37.150935063554066
2021-02-25,1.04883,1.177,1.012,1.07691,961855836.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.07691,1.07691,1.07691,0.1463349022106481,56,0.0,0.5,1,1637.713290530592,20.0,0.531734380660045,37.68266944421411
2021-02-26,1.07688,1.298,0.99,1.24303,1805727721.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.24303,1.24303,1.24303,0.15044796776714234,57,0.0,0.5,1,1779.028995645197,20.0,3.0851231764957143,40.76779262070983
2021-02-27,1.24353,1.488,1.2271,1.31402,1994359638.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.31402,1.31402,1.31402,0.15853074373180057,58,0.0,0.5,1,1837.3861912480209,20.0,1.142208957145039,41.910001577854864
2021-02-28,1.314,1.3595,1.154,1.31203,1599172340.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.31203,1.31203,1.31203,0.16078797724103344,59,0.0,0.5,1,1835.7192284917678,20.0,-0.0302887322871781,41.87971284556769
2021-03-01,1.31279,1.348,1.23131,1.29627,984011920.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.29627,1.29627,1.29627,0.15822605664963865,60,0.0,0.5,1,1822.1534282172447,20.0,-0.24023840918271588,41.63947443638497
2021-03-02,1.29678,1.29998,1.18,1.2228,753904502.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.2228,1.2228,1.2228,0.1624360388543261,61,0.0,0.5,1,1755.1834569725447,20.0,-1.1335601379342264,40.50591429845075
2021-03-03,1.22281,1.26636,1.20865,1.21311,454913445.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.21311,1.21311,1.21311,0.16430937651112187,62,0.0,0.5,1,1746.1191740293332,20.0,-0.15848871442591062,40.34742558402483
2021-03-04,1.21315,1.23052,1.06695,1.11239,748035034.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.11239,1.11239,1.11239,0.16165759561411508,63,0.0,0.5,1,1644.6083368644688,20.0,-1.6605254263834257,38.68690015764141
2021-03-05,1.11261,1.1972,1.03374,1.15908,830654685.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.15908,1.15908,1.15908,0.15868219581753212,64,0.0,0.5,1,1690.7090915575766,20.0,0.8394537886892195,39.52635394633063
2021-03-06,1.15907,1.183,1.08493,1.129,394799528.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.129,1.129,1.129,0.14893749536740475,65,0.0,0.5,1,1659.7564370211726,20.0,-0.5190323359906146,39.007321610340014
2021-03-07,1.12901,1.145,1.10562,1.13042,324367538.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.13042,1.13042,1.13042,0.13869475922535382,66,0.0,0.5,1,1661.2463735812807,20.0,0.025155004428696337,39.03247661476871
2021-03-08,1.13073,1.17835,1.105,1.11848,398514643.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.11848,1.11848,1.11848,0.1270129499935048,67,0.0,0.5,1,1648.3415492400054,20.0,-0.21124891633198306,38.82122769843673
2021-03-09,1.11836,1.22,1.11083,1.1972,616039069.3,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.1972,1.1972,1.1972,0.11616596242468162,68,0.0,0.5,1,1728.7810857883283,20.0,1.4076246334310882,40.22885233186782
2021-03-10,1.19734,1.208,1.115,1.13261,384497300.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.13261,1.13261,1.13261,0.10403345995146751,69,0.0,0.5,1,1658.7930119238724,20.0,-1.0790177079853014,39.14983462388252
2021-03-11,1.13226,1.14,1.1075,1.1243,301611714.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.1243,1.1243,1.1243,0.0905932060584417,70,0.0,0.5,1,1649.5409952166615,20.0,-0.14674071392623889,39.00309390995628
2021-03-12,1.12417,1.128,1.02,1.03207,423021914.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.03207,1.03207,1.03207,0.09436421887670367,71,0.0,0.5,1,1538.8839813991794,20.0,-1.640665302855111,37.362428607101165
2021-03-13,1.03207,1.193,0.985,1.1,643811025.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.1,1.1,1.1,0.09433371290544132,72,0.0,0.5,1,1616.1061295523107,20.0,1.3163835786332312,38.678812185734394
2021-03-14,1.10016,1.10265,1.0519,1.05243,304362465.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.05243,1.05243,1.05243,0.09618778914186515,73,0.0,0.5,1,1558.9786081686827,20.0,-0.864909090909094,37.8139030948253
2021-03-15,1.05241,1.07078,1.00001,1.03103,400978353.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.03103,1.03103,1.03103,0.09017751843768412,74,0.0,0.5,1,1532.2595061414793,20.0,-0.4066778788137948,37.407225216011504
2021-03-16,1.03071,1.28,1.0,1.24924,1248716359.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.24924,1.24924,1.24924,0.08921585597214217,75,0.0,0.5,1,1732.46625457627,20.0,4.232854524116663,41.640079740128165
2021-03-17,1.24974,1.43,1.20353,1.377,1094860557.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.377,1.377,1.377,0.09881381852410975,76,0.0,0.5,1,1839.0207558206507,20.0,2.04540360539208,43.68548334552025
2021-03-18,1.3775,1.47299,1.22154,1.22925,1446280469.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.22925,1.22925,1.22925,0.09837865136806818,77,0.0,0.5,1,1704.51010577635,20.0,-2.145969498910676,41.53951384660957
2021-03-19,1.22966,1.34286,1.18003,1.29474,812311179.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.29474,1.29474,1.29474,0.0970470440925697,78,0.0,0.5,1,1762.1469096953165,20.0,1.0655277608297764,42.60504160743935
2021-03-20,1.29499,1.30974,1.19978,1.20046,401638128.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.20046,1.20046,1.20046,0.0918646331580498,79,0.0,0.5,1,1672.7819264770892,20.0,-1.45635417149389,41.148687435945455
2021-03-21,1.20048,1.24139,1.16,1.18561,305630409.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.18561,1.18561,1.18561,0.0870726215898328,80,0.0,0.5,1,1658.242256221638,20.0,-0.2474051613548145,40.90128227459064
2021-03-22,1.18561,1.20782,1.067,1.1015,384255570.1,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.1015,1.1015,1.1015,0.08702704095189036,81,0.0,0.5,1,1569.4340629193773,20.0,-1.4188476817840634,39.48243459280658
2021-03-23,1.1015,1.1739,1.08145,1.11639,371967713.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.11639,1.11639,1.11639,0.08651829730421737,82,0.0,0.5,1,1585.2836619108703,20.0,0.27035860190649075,39.752793194713064
2021-03-24,1.11563,1.1639,1.038,1.06902,354915791.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.06902,1.06902,1.06902,0.08813553213061835,83,0.0,0.5,1,1531.8847587834825,20.0,-0.8486281675758445,38.90416502713722
2021-03-25,1.06879,1.1535,1.04584,1.0956,527623538.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.0956,1.0956,1.0956,0.08898679895443921,84,0.0,0.5,1,1561.7132551656919,20.0,0.49727788067575496,39.40144290781297
2021-03-26,1.09596,1.28755,1.09426,1.2142,671982901.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.2142,1.2142,1.2142,0.09004640422845088,85,0.0,0.5,1,1680.1627574999911,20.0,2.165023731288791,41.56646663910176
2021-03-27,1.21419,1.2389,1.15623,1.17678,270954337.7,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.17678,1.17678,1.17678,0.09004270539290553,86,0.0,0.5,1,1640.9940676270658,20.0,-0.6163729204414437,40.95009371866032
2021-03-28,1.17646,1.22,1.1665,1.18983,199736804.6,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.18983,1.18983,1.18983,0.08993736903212673,87,0.0,0.5,1,1654.7964534991825,20.0,0.22179166879110923,41.171885387451425
2021-03-29,1.18983,1.22979,1.178,1.20239,263071765.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.20239,1.20239,1.20239,0.09006242162055045,88,0.0,0.5,1,1668.2250291395883,20.0,0.21112259734584082,41.38300798479727
2021-03-30,1.2024,1.23555,1.18909,1.21189,257460678.6,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.21189,1.21189,1.21189,0.09059575058438042,89,0.0,0.5,1,1678.5184557414123,20.0,0.15801861292924713,41.541026597726514
2021-03-31,1.212,1.21273,1.151,1.19191,302818874.6,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.19191,1.19191,1.19191,0.09034907287556185,90,0.0,0.5,1,1656.0956619031867,20.0,-0.3297328965500146,41.2112937011765
2021-04-01,1.19172,1.20772,1.17171,1.18377,212963382.6,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.18377,1.18377,1.18377,0.08469875414481677,91,0.0,0.5,1,1646.7102944628055,20.0,-0.13658749402220005,41.0747062071543
2021-04-02,1.1833,1.24796,1.18026,1.18998,314062254.4,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.18998,1.18998,1.18998,0.08295238538494562,92,0.0,0.5,1,1653.9834591624438,20.0,0.10491902987911583,41.17962523703341
2021-04-03,1.18998,1.24078,1.15977,1.16238,313837978.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.16238,1.16238,1.16238,0.07765625031780098,93,0.0,0.5,1,1620.3336402728728,20.0,-0.46387334240911793,40.7157518946243
2021-04-04,1.16245,1.193,1.152,1.18206,204575492.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.18206,1.18206,1.18206,0.06888166236761588,94,0.0,0.5,1,1644.4036483088003,20.0,0.3386155990295814,41.05436749365388
2021-04-05,1.18205,1.22647,1.16222,1.2118,318801564.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.2118,1.2118,1.2118,0.06772025100211448,95,0.0,0.5,1,1680.5503704215243,20.0,0.5031893474104487,41.557556841064326
2021-04-06,1.21172,1.34359,1.1901,1.252,726926008.5,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.252,1.252,1.252,0.053832276328767255,96,0.0,0.5,1,1728.6372092821837,20.0,0.6634758210925895,42.221032662156915
2021-04-07,1.25217,1.29,1.1588,1.17359,405313990.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.17359,1.17359,1.17359,0.05274747801404366,97,0.0,0.5,1,1629.2555811525046,20.0,-1.2525559105431316,40.968476751613785
2021-04-08,1.17356,1.22502,1.16999,1.21926,215242842.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.21926,1.21926,1.21926,0.04645279662987749,98,0.0,0.5,1,1685.7428813327942,20.0,0.7782956569159616,41.74677240852975
2021-04-09,1.21896,1.22907,1.19134,1.20201,156767192.2,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.20201,1.20201,1.20201,0.04649611033816551,99,0.0,0.5,1,1663.7068820294858,20.0,-0.28295851582107234,41.46381389270868
2021-04-10,1.20201,1.25199,1.19157,1.21747,290774078.0,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.21747,1.21747,1.21747,0.047358874372624385,100,0.0,0.5,1,1683.5964520783505,20.0,0.25723579670718255,41.721049689415864
2021-04-11,1.21753,1.28989,1.199,1.26355,451246041.8,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.26355,1.26355,1.26355,0.047409678048173746,101,0.0,0.5,1,1741.4951345334082,20.0,0.7569796381019644,42.47802932751783
2021-04-12,1.26376,1.348,1.2633,1.31431,559487897.9,,ADAUSDT_daily,CRYPTO,BINANCE,USDT,1,1,1,1.31431,1.31431,1.31431,0.05243983248999613,102,0.0,0.5,1,1803.6179284661262,20.0,0.8034505955443016,43.281479923062136
