,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,exchange_rate,point_value,stdev_lookback,stdev_decay,returns,sqreturns,price_diff,distance,net_exp_ret,variance,stdev,stdev_yearly,raw_carry,forecast_scalar,forecast,capped_forecast,forecast*returns,cum_series_carry,1%_move,block_value,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed
10,16/01/2017,69.815,70.1,69.31,69.93,73884,127186,AD1 Curncy,Future,CME,USD,0.005,5,1000,69930,69.93,70.195,1.0242032675789208,8556,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.05000000000001137,0.0025000000000011367,0.26499999999998636,0.08333333333333333,3.1799999999998363,0.4967129340790294,0.7047786419004405,11.276458270407048,0.2820034379362845,30.0,8.460103138088536,8.460103138088536,27.410734167406453,238.59456381084615,0.6993,699.3000000000001,1024.2032675789208,664.1958190249301,125000.0,188.19751106459196,159.21703539380064,159.0,161.30391375312072,-2.0
11,17/01/2017,69.895,70.345,69.455,70.04,110563,127638,AD1 Curncy,Future,CME,USD,0.005,5,1000,70040,70.04,70.31,1.0882852337443436,8557,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.10999999999999943,0.012099999999999875,0.269999999999996,0.08333333333333333,3.2399999999999523,0.4705176403450278,0.6859428841711442,10.975086146738308,0.29521408366920654,30.0,8.856422510076197,8.856422510076197,28.694808932646453,267.2893727434926,0.7004,700.4,1088.2852337443437,705.7529740832068,125000.0,177.11579630589378,156.8612325293588,157.0,159.21703539380064,-2.0
12,18/01/2017,70.035,70.785,69.5,69.595,115479,127334,AD1 Curncy,Future,CME,USD,0.005,5,1000,69595,69.595,69.865,1.118435365433618,8558,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.4450000000000074,0.19802500000000658,0.269999999999996,0.08333333333333333,3.2399999999999523,0.4557883084344861,0.675120958373006,10.801935333968096,0.29994625035491085,30.0,8.998387510647326,8.998387510647326,29.69467878513679,296.9840515286294,0.69595,695.9499999999999,1118.435365433618,725.3053344837012,125000.0,172.34121142784585,155.07930044821583,155.0,156.8612325293588,-2.0
13,19/01/2017,69.56,69.62,68.86,69.32,86923,125927,AD1 Curncy,Future,CME,USD,0.005,5,1000,69320,69.32,69.595,1.1180218766431145,8559,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.2750000000000057,0.07562500000000312,0.2750000000000057,0.08333333333333333,3.300000000000068,0.43523894041100053,0.6597264133040306,10.55562261286449,0.3126295928748199,30.0,9.378887786244597,9.378887786244597,30.95032969460621,327.9343812232356,0.6931999999999999,693.1999999999999,1118.0218766431144,725.0371870030597,125000.0,172.40495003668343,161.69666801871603,162.0,155.07930044821583,7.0
14,20/01/2017,69.25,69.875,69.205,69.84,57149,126889,AD1 Curncy,Future,CME,USD,0.005,5,1000,69840,69.84,70.115,1.128697885464725,8560,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.5200000000000102,0.27040000000001063,0.2749999999999915,0.08333333333333333,3.2999999999998977,0.4263287274158119,0.6529385326474552,10.447016522359283,0.3158796574062131,30.0,9.476389722186394,9.476389722186394,31.272086083215743,359.2064673064514,0.6984,698.4,1128.697885464725,731.9605787238742,125000.0,170.77422423203365,161.8323103326798,162.0,161.69666801871603,0.0
15,23/01/2017,69.855,70.535,69.755,70.335,80791,127297,AD1 Curncy,Future,CME,USD,0.005,5,1000,70335,70.335,70.61,1.156741183952782,8561,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.49499999999999034,0.24502499999999044,0.2750000000000057,0.08333333333333333,3.300000000000068,0.4165285259338756,0.645390212146013,10.326243394336208,0.31957410589508956,30.0,9.587223176852687,9.587223176852687,32.21306987422516,391.4195371806765,0.7033499999999999,703.3499999999999,1156.741183952782,750.1466577933791,125000.0,166.6340824175612,159.75581370072234,160.0,161.8323103326798,-2.0
16,24/01/2017,70.42,70.715,70.065,70.635,68613,128800,AD1 Curncy,Future,CME,USD,0.005,5,1000,70635,70.635,70.915,1.17904700216704,8562,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.30000000000001137,0.09000000000000682,0.28000000000000114,0.08333333333333333,3.3600000000000136,0.3988783353428557,0.631568155738441,10.105090491815057,0.33250568144061193,30.0,9.975170443218358,9.975170443218358,29.925511329655073,421.3450485103316,0.70635,706.35,1179.04700216704,764.6119809053255,125000.0,163.48161305554737,163.07569545613566,163.0,159.75581370072234,3.0
17,25/01/2017,70.585,71.35,70.45,71.155,88547,129099,AD1 Curncy,Future,CME,USD,0.005,5,1000,71155,71.155,71.405,1.2341036558243448,8563,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.519999999999996,0.27039999999999587,0.25,0.08333333333333333,3.0,0.3919335604594579,0.6260459731197525,10.01673556991604,0.2994987717365834,30.0,8.984963152097501,8.984963152097501,27.493987245419397,448.839035755751,0.71155,711.5500000000001,1234.1036558243447,800.3162208020875,125000.0,156.18826252793346,140.3345783603613,140.0,163.07569545613566,-23.0
18,26/01/2017,71.175,71.55,70.915,71.255,69955,131866,AD1 Curncy,Future,CME,USD,0.005,5,1000,71255,71.255,71.51,1.2422055989189549,8564,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.09999999999999432,0.009999999999998864,0.25500000000000966,0.08333333333333333,3.060000000000116,0.371288503137325,0.6093344755857205,9.749351609371528,0.3138670265065322,30.0,9.416010795195966,9.416010795195966,27.683071737876652,476.5221074936277,0.71255,712.5500000000001,1242.2055989189548,805.5703308989422,125000.0,155.16956770306018,146.1078324577906,146.0,140.3345783603613,6.0
19,27/01/2017,71.275,71.415,70.95,71.235,62691,134770,AD1 Curncy,Future,CME,USD,0.005,5,1000,71235,71.235,71.48,1.2218961698874091,8565,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.01999999999999602,0.00039999999999984086,0.24500000000000455,0.08333333333333333,2.9400000000000546,0.3512404759407128,0.5926554445381504,9.482487112610407,0.3100452407776287,30.0,9.30135722332886,9.30135722332886,27.904071669986582,504.4261791636143,0.71235,712.35,1221.896169887409,792.3996661719848,125000.0,157.74867826972257,146.72768080946645,147.0,146.1078324577906,1.0
20,30/01/2017,71.13,71.325,70.635,70.695,60836,138264,AD1 Curncy,Future,CME,USD,0.005,5,1000,70695,70.695,70.945,1.1875269470565546,8566,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.5400000000000063,0.29160000000000674,0.25,0.08333333333333333,3.0,0.34801666643040435,0.5899293741037179,9.438869985659487,0.31783465653811444,30.0,9.535039696143434,9.535039696143434,28.6051190884303,533.0312982520446,0.70695,706.9499999999999,1187.5269470565545,770.1112251661756,125000.0,162.31421633028052,154.76724959576376,155.0,146.72768080946645,8.0
21,31/01/2017,70.69,70.765,69.955,70.645,83660,135560,AD1 Curncy,Future,CME,USD,0.005,5,1000,70645,70.645,70.895,1.1506694790361869,8567,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.04999999999999716,0.002499999999999716,0.25,0.08333333333333333,3.0,0.3293400898665987,0.5738815991705943,9.18210558672951,0.3267224463565053,30.0,9.801673390695159,9.801673390695159,29.993120575526653,563.0244188275713,0.70645,706.45,1150.6694790361869,746.2091571549671,125000.0,167.51335574141305,164.19112015566606,164.0,154.76724959576376,9.0
22,01/02/2017,70.62,71.56,70.48,71.34,92592,135999,AD1 Curncy,Future,CME,USD,0.005,5,1000,71340,71.34,71.595,1.140265210372284,8568,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.6950000000000074,0.48302500000001025,0.25499999999999545,0.08333333333333333,3.0599999999999454,0.3376473823062426,0.5810743345788407,9.297189353261452,0.3291317282815691,30.0,9.873951848447074,9.873951848447074,30.21429265624751,593.2387114838187,0.7134,713.4000000000001,1140.265210372284,739.4619889264261,125000.0,169.04181941992567,166.91107853262318,167.0,164.19112015566606,3.0
23,02/02/2017,71.415,71.685,70.79,70.83,103566,135598,AD1 Curncy,Future,CME,USD,0.005,5,1000,70830,70.83,71.085,1.1144397695637491,8569,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.5100000000000051,0.2601000000000052,0.25499999999999545,0.08333333333333333,3.0599999999999454,0.33345563191131083,0.5774561731519638,9.239298770431422,0.33119396569281645,30.0,9.935818970784494,9.935818970784494,30.99975518884823,624.238466672667,0.7083,708.3000000000001,1114.4397695637492,722.7141905620913,125000.0,172.95910559439992,171.84903625347573,172.0,166.91107853262318,5.0
24,03/02/2017,70.835,70.895,69.285,69.36,131834,130981,AD1 Curncy,Future,CME,USD,0.005,5,1000,69360,69.36,69.62,1.0610313378903002,8570,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-1.4699999999999989,2.1608999999999967,0.2600000000000051,0.08333333333333333,3.1200000000000614,0.4322364085647533,0.6574468864971172,10.519150183953876,0.296601906564598,30.0,8.89805719693794,8.89805719693794,28.8297053180785,653.0681719907454,0.6936,693.6,1061.0313378903002,688.0788226218597,125000.0,181.6652335319655,161.64676386625172,162.0,171.84903625347573,-10.0
25,06/02/2017,69.245,69.575,68.645,68.89,100231,126404,AD1 Curncy,Future,CME,USD,0.005,5,1000,68890,68.89,69.16,1.0314777829172743,8571,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.46999999999999886,0.22089999999999893,0.269999999999996,0.08333333333333333,3.2399999999999523,0.42081281891260447,0.6487008701339967,10.379213922143947,0.31216236839356837,30.0,9.36487105180705,9.36487105180705,27.53272089231324,680.6008928830587,0.6889000000000001,688.9000000000001,1031.4777829172742,668.9133422218523,125000.0,186.87024478357975,175.00157458178435,175.0,161.64676386625172,13.0
26,07/02/2017,68.925,69.985,68.915,69.505,140171,123104,AD1 Curncy,Future,CME,USD,0.005,5,1000,69505,69.505,69.75,0.9187111442950416,8572,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.6149999999999949,0.3782249999999937,0.24500000000000455,0.08333333333333333,2.9400000000000546,0.41851077464705794,0.6469240872367158,10.350785395787453,0.2840364172941477,30.0,8.52109251882443,8.52109251882443,25.052012005344288,705.652904888403,0.69505,695.05,918.7111442950417,595.7841770753345,125000.0,209.80751891333674,178.7789279805549,179.0,175.00157458178435,4.0
27,08/02/2017,69.725,70.045,69.27,69.335,69514,122851,AD1 Curncy,Future,CME,USD,0.005,5,1000,69335,69.335,69.58,0.8854618380550859,8573,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.1700000000000017,0.02890000000000058,0.24500000000000455,0.08333333333333333,2.9400000000000546,0.39745073277424403,0.6304369379836845,10.086991007738952,0.2914645207618828,30.0,8.743935622856483,8.743935622856483,25.182534593827626,730.8354394822306,0.6933499999999999,693.3499999999999,885.461838055086,574.2220019787233,125000.0,217.68584200755103,190.34309885213338,190.0,178.7789279805549,12.0
28,09/02/2017,69.34,70.19,69.295,69.475,78940,125499,AD1 Curncy,Future,CME,USD,0.005,5,1000,69475,69.475,69.715,0.768075951095893,8574,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.14000000000000057,0.01960000000000016,0.2400000000000091,0.08333333333333333,2.880000000000109,0.3770263688405011,0.6140247298281244,9.82439567724999,0.29314780212580654,30.0,8.794434063774196,8.794434063774196,24.80030405984317,755.6357435420738,0.69475,694.75,768.075951095893,498.0972542856866,125000.0,250.95500712859888,220.70072631664462,221.0,190.34309885213338,30.0
29,10/02/2017,69.465,69.68,69.16,69.21,73913,126720,AD1 Curncy,Future,CME,USD,0.005,5,1000,69210,69.21,69.445,0.7577213647851413,8575,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.26500000000000057,0.0702250000000003,0.23499999999999943,0.08333333333333333,2.819999999999993,0.3604425110653389,0.600368645971239,9.605898335539823,0.29356962789899416,30.0,8.807088836969825,8.807088836969825,24.835990520254846,780.4717340623287,0.6920999999999999,692.0999999999999,757.7213647851413,491.3823050631641,125000.0,254.3844145627752,224.03861377949215,224.0,220.70072631664462,3.0
30,13/02/2017,69.24,69.805,68.975,69.7,56170,126547,AD1 Curncy,Future,CME,USD,0.005,5,1000,69700,69.7,69.935,0.7536960041368495,8576,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.4900000000000091,0.24010000000000892,0.23499999999999943,0.08333333333333333,2.819999999999993,0.35393751046721295,0.5949264748413983,9.518823597462372,0.2962550961393778,30.0,8.887652884181334,8.887652884181334,24.529921960340904,805.0016560226695,0.6970000000000001,697.0000000000001,753.6960041368494,488.7718586827468,125000.0,255.743037941829,227.29553487729927,227.0,224.03861377949215,3.0
31,14/02/2017,69.705,70.375,69.28,69.96,119406,125073,AD1 Curncy,Future,CME,USD,0.005,5,1000,69960,69.96,70.19,0.7297643455151624,8577,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.2599999999999909,0.06759999999999527,0.23000000000000398,0.08333333333333333,2.7600000000000477,0.33845980719871466,0.581772985965071,9.308367775441136,0.2965074078059027,30.0,8.89522223417708,8.89522223417708,25.08452670038082,830.0861827230503,0.6996,699.6,729.7643455151624,473.2521780665828,125000.0,264.1297933602188,234.94932106064158,235.0,227.29553487729927,8.0
32,15/02/2017,69.925,69.95,68.705,69.07,102564,126925,AD1 Curncy,Future,CME,USD,0.005,5,1000,69070,69.07,69.305,0.7403840782448731,8578,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.8900000000000006,0.792100000000001,0.23500000000001364,0.08333333333333333,2.8200000000001637,0.3629808987014869,0.6024789612106691,9.639663379370706,0.29254133562745405,30.0,8.776240068823622,8.776240068823622,24.748996994082553,854.8351797171329,0.6907,690.6999999999999,740.3840782448731,480.1390747418002,125000.0,260.341235645568,228.48171838396865,228.0,234.94932106064158,-6.0
33,16/02/2017,69.095,69.42,68.455,69.025,106497,123972,AD1 Curncy,Future,CME,USD,0.005,5,1000,69025,69.025,69.26,0.7675528211911693,8579,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.044999999999987494,0.0020249999999988745,0.23499999999999943,0.08333333333333333,2.819999999999993,0.34346976904194704,0.586062939488539,9.377007031816625,0.3007356174983767,30.0,9.022068524951301,9.022068524951301,25.442233240362608,880.2774129574955,0.69025,690.25,767.5528211911693,497.75800454247326,125000.0,251.1260469128907,226.5676403648235,227.0,228.48171838396865,-2.0
34,17/02/2017,68.8,68.895,68.17,69.025,75243,122551,AD1 Curncy,Future,CME,USD,0.005,5,1000,69025,69.025,69.26,0.7922558509209864,8580,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.0,0.0,0.23499999999999943,0.08333333333333333,2.819999999999993,0.3249038355802202,0.5700033645341229,9.120053832545967,0.3092087011522341,30.0,9.276261034567023,9.276261034567023,26.715631779552456,906.993044737048,0.69025,690.25,792.2558509209864,513.7779193222597,125000.0,243.29578072349113,225.68751705998835,226.0,226.5676403648235,-1.0
35,20/02/2017,68.8,68.895,68.17,68.845,75243,122551,AD1 Curncy,Future,CME,USD,0.005,5,1000,68845,68.845,69.085,0.8239754749496823,8581,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.18000000000000682,0.032400000000002455,0.23999999999999488,0.08333333333333333,2.8799999999999386,0.3090928174407489,0.5559611654070353,8.895378646512565,0.3237636209144445,30.0,9.712908627433334,9.712908627433334,27.390402329361937,934.3834470664099,0.68845,688.45,823.9754749496823,534.348095504869,125000.0,233.92990646274512,227.213980669667,227.0,225.68751705998835,2.0
36,21/02/2017,68.785,69.26,68.52,68.585,108457,122486,AD1 Curncy,Future,CME,USD,0.005,5,1000,68585,68.585,68.82,0.8663824694201627,8582,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.2600000000000051,0.06760000000000266,0.23499999999999943,0.08333333333333333,2.819999999999993,0.29603915163314104,0.5440948002261564,8.705516803618503,0.32393252044816484,30.0,9.717975613444946,9.717975613444946,27.987769766720845,962.3712168331307,0.68585,685.8499999999999,866.3824694201627,561.8490314189755,125000.0,222.4796929600586,216.20522306725684,216.0,227.213980669667,-11.0
37,22/02/2017,68.625,68.695,67.985,68.01,80479,123615,AD1 Curncy,Future,CME,USD,0.005,5,1000,68010,68.01,68.25,0.9423577257701048,8583,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.5749999999999886,0.3306249999999869,0.23999999999999488,0.08333333333333333,2.8799999999999386,0.29790865695026786,0.5458100923858663,8.732961478173861,0.3297850342289809,30.0,9.893551026869428,9.893551026869428,27.899813895771718,990.2710307289024,0.6801,680.1,942.3577257701048,611.118985161913,125000.0,204.5428190500118,202.36548174510116,202.0,216.20522306725684,-14.0
38,23/02/2017,68.105,68.455,67.855,68.09,68622,121929,AD1 Curncy,Future,CME,USD,0.005,5,1000,68090,68.09,68.325,0.9994508908989096,8584,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.0799999999999983,0.006399999999999727,0.23499999999999943,0.08333333333333333,2.819999999999993,0.28215143225025335,0.5311792844701809,8.498868551522895,0.3318088734875989,30.0,9.954266204627967,9.954266204627967,28.071030697050798,1018.3420614259531,0.6809000000000001,680.9000000000001,999.4508908989096,648.1439027479429,125000.0,192.8584060885802,191.97639140059704,192.0,202.36548174510116,-10.0
39,24/02/2017,68.12,68.275,67.215,67.29,85560,123428,AD1 Curncy,Future,CME,USD,0.005,5,1000,67290,67.29,67.525,1.114642132398854,8585,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.7999999999999972,0.6399999999999955,0.23499999999999943,0.08333333333333333,2.819999999999993,0.30149459807456375,0.5490852375310811,8.785363800497297,0.32098841482698376,30.0,9.629652444809512,9.629652444809512,26.577840747673072,1044.9199021736263,0.6729,672.9000000000001,1114.642132398854,722.8454228606569,125000.0,172.92770493767972,166.52336966284253,167.0,191.97639140059704,-25.0
40,27/02/2017,67.305,67.48,67.015,67.385,70606,124385,AD1 Curncy,Future,CME,USD,0.005,5,1000,67385,67.385,67.615,1.1935617216209276,8586,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.09499999999999886,0.009024999999999783,0.22999999999998977,0.08333333333333333,2.759999999999877,0.2856854306110738,0.534495491665808,8.551927866652928,0.32273424694823716,30.0,9.682027408447114,9.682027408447114,26.722395647314496,1071.6422978209407,0.6738500000000001,673.85,1193.5617216209275,774.0247764711714,125000.0,161.4935384496127,156.3584865556258,156.0,166.52336966284253,-10.0
41,28/02/2017,67.41,67.61,67.065,67.375,78694,124421,AD1 Curncy,Future,CME,USD,0.005,5,1000,67375,67.375,67.605,1.2460986785371768,8587,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.010000000000005116,0.00010000000000010231,0.23000000000000398,0.08333333333333333,2.7600000000000477,0.27024838030777254,0.5198541913919446,8.317667062271113,0.33182381301595865,30.0,9.95471439047876,9.95471439047876,28.072294581150036,1099.7145924020908,0.67375,673.75,1246.0986785371767,808.0949930313591,125000.0,154.68478468242313,153.9842852066226,154.0,156.3584865556258,-2.0
42,01/03/2017,67.35,67.86,66.975,67.54,93790,127970,AD1 Curncy,Future,CME,USD,0.005,5,1000,67540,67.54,67.775,1.2451070904352588,8588,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.16500000000000625,0.027225000000002064,0.23499999999999943,0.08333333333333333,2.819999999999993,0.25711198137221736,0.5070621080027745,8.112993728044392,0.3475905559068815,30.0,10.427716677206444,10.427716677206444,30.031824030353917,1129.7464164324447,0.6754000000000001,675.4000000000001,1245.107090435259,807.4519481472654,125000.0,154.80797375846092,161.42936897256405,161.0,153.9842852066226,7.0
43,02/03/2017,67.59,67.675,67.08,67.305,77034,129452,AD1 Curncy,Future,CME,USD,0.005,5,1000,67305,67.305,67.545,1.2328861801962443,8589,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.23499999999999943,0.05522499999999973,0.23999999999999488,0.08333333333333333,2.8799999999999386,0.2461991715683137,0.496184614401045,7.93895383041672,0.36276820114077496,30.0,10.883046034223248,10.883046034223248,31.34317257856229,1161.0895890110069,0.67305,673.0500000000001,1232.8861801962444,799.5266878572644,125000.0,156.3424985037093,170.14826083213478,170.0,161.42936897256405,9.0
44,03/03/2017,67.315,67.78,67.3,67.715,66108,126384,AD1 Curncy,Future,CME,USD,0.005,5,1000,67715,67.715,67.955,1.1798295074510885,8590,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.4099999999999966,0.1680999999999972,0.23999999999999488,0.08333333333333333,2.8799999999999386,0.24197759472678307,0.4919121819255781,7.87059491080925,0.36591897215350633,30.0,10.977569164605189,10.977569164605189,31.61539919406227,1192.7049882050692,0.67715,677.15,1179.8295074510886,765.119435582031,125000.0,163.37318618094147,179.34404509432056,179.0,170.14826083213478,9.0
45,06/03/2017,67.595,67.71,67.16,67.22,78603,120126,AD1 Curncy,Future,CME,USD,0.005,5,1000,67220,67.22,67.46,1.1725912189046683,8591,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,-0.49500000000000455,0.2450250000000045,0.23999999999999488,0.08333333333333333,2.8799999999999386,0.24214231933614638,0.49207958638430266,7.8732733821488425,0.365794487275114,30.0,10.97383461825342,10.97383461825342,34.23836400895134,1226.9433522140205,0.6722,672.2,1172.5912189046683,760.4254054596773,125000.0,164.38167255134968,180.38972888503991,180.0,179.34404509432056,1.0
