,Date,PX_OPEN,PX_HIGH,PX_LOW,PX_CLOSE_1D,PX_VOLUME,OPEN_INT,INSTRUMENT,SECTYPE,EXCHANGE,CRNCY,TICK_SIZE,TICK_VALUE,POINT_VALUE,CONTRACT_VALUE,near,far,st_dev,no_days,Standard Cost,Instrument_Weights,Exchange rate,exchange_rate,point_value,stdev_lookback,stdev_decay,decay_fast,decay_slow,Daily_Return,returns,sqreturns,emwa_fast_fin,emwa_slow_fin,raw_cross,variance,std_dev,vol_adj_crossover,forecast_scalar,forecast,capped_forecast,1%_move,block_value,price_volatility,ICV,IVV,Daily_Cash_Vol_Tgt,Volatility_Scalar,Subsystem_Pos,Target_Pos,Current_pos,trades_needed,abs_forecast,forecast*returns,cum_series,smoothed_forecast,price_diff,distance,net_exp_ret,stdev,stdev_yearly,raw_carry,cum_series_carry
10,16/01/2023,69.815,70.1,69.31,69.93,73884,127186,AD1 Curncy,Future,CME,USD,0.005,5,1000,69930,69.93,70.195,1.0242032675789208,8556,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0007155123068118829,0.05000000000001137,0.0025000000000011367,69.0058345595436,68.50722626241073,0.4986082971328756,0.4967129340790294,0.7047786419004405,0.7074679445284762,30.0,8.460103138088536,8.460103138088536,0.6993,699.3000000000001,0.014646121372499939,1024.2032675789208,1579.3419700523066,125000.0,79.14688672261404,66.9590824731925,67.0,67.83672386268086,-1.0,5.754924477776213,27.410734167406453,-0.08377897180228272,17.984138993050667,0.26499999999998636,0.08333333333333333,3.1799999999998363,0.7047786419004405,11.276458270407048,0.2820034379362845,238.59456381084615
11,17/01/2023,69.895,70.345,69.455,70.04,110563,127638,AD1 Curncy,Future,CME,USD,0.005,5,1000,70040,70.04,70.31,1.0882852337443436,8557,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0015730015730015534,0.10999999999999943,0.012099999999999875,69.12750108195023,68.55438853125962,0.5731125506906096,0.4705176403450278,0.6859428841711442,0.8355105999577901,30.0,8.856422510076197,8.856422510076197,0.7004,700.4,0.015538053023191655,1088.2852337443437,1678.1576464831824,125000.0,74.48644664698531,65.96834427799504,66.0,66.9590824731925,-1.0,5.97246463798154,28.694808932646453,-0.1217250992137878,18.66395199369231,0.269999999999996,0.08333333333333333,3.2399999999999523,0.6859428841711442,10.975086146738308,0.29521408366920654,267.2893727434926
12,18/01/2023,70.035,70.785,69.5,69.595,115479,127334,AD1 Curncy,Future,CME,USD,0.005,5,1000,69595,69.595,69.865,1.118435365433618,8558,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.006353512278697959,-0.4450000000000074,0.19802500000000658,69.18250095466196,68.58640734568239,0.5960936089795723,0.4557883084344861,0.675120958373006,0.8829434215997618,30.0,8.998387510647326,8.998387510647326,0.69595,695.9499999999999,0.016070628140435635,1118.435365433618,1724.6497539454404,125000.0,72.47848423370627,65.21894873192316,65.0,65.96834427799504,-1.0,5.350717739794353,29.69467878513679,-0.1428681034302328,16.720992936857353,0.269999999999996,0.08333333333333333,3.2399999999999523,0.675120958373006,10.801935333968096,0.29994625035491085,296.9840515286294
13,19/01/2023,69.56,69.62,68.86,69.32,86923,125927,AD1 Curncy,Future,CME,USD,0.005,5,1000,69320,69.32,69.595,1.1180218766431145,8559,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.003951433292621709,-0.2750000000000057,0.07562500000000312,69.19867731293702,68.6089794273537,0.5896978855833197,0.43523894041100053,0.6597264133040306,0.8938521691590379,30.0,9.378887786244597,9.378887786244597,0.6931999999999999,693.1999999999999,0.01612841714718861,1118.0218766431144,1724.0121459415798,125000.0,72.50528964906479,68.00189755277407,68.0,65.21894873192316,3.0,4.467138458666826,30.95032969460621,-0.10935812076279448,13.95980768333383,0.2750000000000057,0.08333333333333333,3.300000000000068,0.6597264133040306,10.55562261286449,0.3126295928748199,327.9343812232356
14,20/01/2023,69.25,69.875,69.205,69.84,57149,126889,AD1 Curncy,Future,CME,USD,0.005,5,1000,69840,69.84,70.115,1.128697885464725,8560,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.007501442585112761,0.5200000000000102,0.27040000000001063,69.27412704082678,68.64685698343513,0.6272700573916552,0.4263287274158119,0.6529385326474552,0.9606877616002802,30.0,9.476389722186394,9.476389722186394,0.6984,698.4,0.01616119538179732,1128.697885464725,1740.4747655585584,125000.0,71.81948424278626,68.05894223310673,68.0,68.00189755277407,0.0,4.771133637429589,31.272086083215743,-0.0755420962707045,14.909792616967465,0.2749999999999915,0.08333333333333333,3.2999999999998977,0.6529385326474552,10.447016522359283,0.3158796574062131,359.2064673064514
15,23/01/2023,69.855,70.535,69.755,70.335,80791,127297,AD1 Curncy,Future,CME,USD,0.005,5,1000,70335,70.335,70.61,1.156741183952782,8561,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.007087628865979134,0.49499999999999034,0.24502499999999044,69.39893562425893,68.69879984548328,0.7001357787756461,0.4165285259338756,0.645390212146013,1.0848255297327742,30.0,9.587223176852687,9.587223176852687,0.7033499999999999,703.3499999999999,0.016446167398205473,1156.741183952782,1783.7180939904117,125000.0,70.07833828739079,67.18566690241961,67.0,68.05894223310673,-1.0,5.31533185437321,32.21306987422516,-0.052870601903575266,16.61041204491628,0.2750000000000057,0.08333333333333333,3.300000000000068,0.645390212146013,10.326243394336208,0.31957410589508956,391.4195371806765
16,24/01/2023,70.42,70.715,70.065,70.635,68613,128800,AD1 Curncy,Future,CME,USD,0.005,5,1000,70635,70.635,70.915,1.17904700216704,8562,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.004265301770100427,0.30000000000001137,0.09000000000000682,69.54435496258141,68.75837523485303,0.7859797277283747,0.3988783353428557,0.631568155738441,1.2444891665087083,30.0,9.975170443218358,9.975170443218358,0.70635,706.35,0.016692107342918382,1179.04700216704,1818.1141128250426,125000.0,68.75256020413983,68.58185064439263,69.0,67.18566690241961,1.0,5.677439189186368,29.925511329655073,-0.011074489800837709,17.741997466207398,0.28000000000000114,0.08333333333333333,3.3600000000000136,0.631568155738441,10.105090491815057,0.33250568144061193,421.3450485103316
17,25/01/2023,70.585,71.35,70.45,71.155,88547,129099,AD1 Curncy,Future,CME,USD,0.005,5,1000,71155,71.155,71.405,1.2341036558243448,8563,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.007361789481135306,0.519999999999996,0.27039999999999587,69.73384261404242,68.83211753531909,0.9017250787233309,0.3919335604594579,0.6260459731197525,1.4403496187824618,30.0,8.984963152097501,8.984963152097501,0.71155,711.5500000000001,0.017343878235181572,1234.1036558243447,1903.0125764446334,125000.0,65.6853252297131,59.01802268225125,59.0,68.58185064439263,-10.0,5.91853749774378,27.493987245419397,-0.0027566800928149338,18.495429680449313,0.25,0.08333333333333333,3.0,0.6260459731197525,10.01673556991604,0.2994987717365834,448.839035755751
18,26/01/2023,71.175,71.55,70.915,71.255,69955,131866,AD1 Curncy,Future,CME,USD,0.005,5,1000,71255,71.255,71.51,1.2422055989189549,8564,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0014053826154170057,0.09999999999999432,0.009999999999998864,69.91280230650801,68.90666776500159,1.0061345415064267,0.371288503137325,0.6093344755857205,1.6512023885392066,30.0,9.416010795195966,9.416010795195966,0.71255,712.5500000000001,0.017433241160886324,1242.2055989189548,1915.505935110185,125000.0,65.25691082904927,61.44597768274686,61.0,59.01802268225125,2.0,6.079133664203147,27.683071737876652,-0.0044629838368893966,18.997292700634834,0.25500000000000966,0.08333333333333333,3.060000000000116,0.6093344755857205,9.749351609371528,0.3138670265065322,476.5221074936277
19,27/01/2023,71.275,71.415,70.95,71.235,62691,134770,AD1 Curncy,Future,CME,USD,0.005,5,1000,71235,71.235,71.48,1.2218961698874091,8565,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0002806820573993951,-0.01999999999999602,0.00039999999999984086,70.0683549763306,68.9783087568477,1.0900462194829004,0.3512404759407128,0.5926554445381504,1.8392579187935425,30.0,9.30135722332886,9.30135722332886,0.71235,712.35,0.017153031092684904,1221.896169887409,1884.1883884154342,125000.0,66.34156158085793,61.706656301702935,62.0,61.44597768274686,0.0,6.163157070160279,27.904071669986582,-0.05118306270102374,19.25986584425087,0.24500000000000455,0.08333333333333333,2.9400000000000546,0.5926554445381504,9.482487112610407,0.3100452407776287,504.4261791636143
20,30/01/2023,71.13,71.325,70.635,70.695,60836,138264,AD1 Curncy,Future,CME,USD,0.005,5,1000,70695,70.695,70.945,1.1875269470565546,8566,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.007580543272267981,-0.5400000000000063,0.29160000000000674,70.1420779202917,69.03113002586777,1.11094789442393,0.34801666643040435,0.5899293741037179,1.8831879597651795,30.0,9.535039696143434,9.535039696143434,0.70695,706.9499999999999,0.016797891605581084,1187.5269470565545,1831.190357835859,125000.0,68.26160888468621,65.08771504381004,65.0,61.706656301702935,3.0,5.598776621083385,28.6051190884303,-0.0551428735936489,17.496176940885576,0.25,0.08333333333333333,3.0,0.5899293741037179,9.438869985659487,0.31783465653811444,533.0312982520446
21,31/01/2023,70.69,70.765,69.955,70.645,83660,135560,AD1 Curncy,Future,CME,USD,0.005,5,1000,70645,70.645,70.895,1.1506694790361869,8567,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0007072635971425711,-0.04999999999999716,0.002499999999999716,70.20124522378678,69.08078756353338,1.1204576602534075,0.3293400898665987,0.5738815991705943,1.9524195615833568,30.0,9.801673390695159,9.801673390695159,0.70645,706.45,0.01628805264401142,1150.6694790361869,1774.355403294043,125000.0,70.44811866210166,69.0509450114857,69.0,65.08771504381004,4.0,5.122136473534682,29.993120575526653,-0.004751694471182337,16.006676479795882,0.25,0.08333333333333333,3.0,0.5738815991705943,9.18210558672951,0.3267224463565053,563.0244188275713
22,01/02/2023,70.62,71.56,70.48,71.34,92592,135999,AD1 Curncy,Future,CME,USD,0.005,5,1000,71340,71.34,71.595,1.140265210372284,8568,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.009837922004388266,0.6950000000000074,0.48302500000001025,70.33521637392951,69.15030179234773,1.1849145815817792,0.3376473823062426,0.5810743345788407,2.0391790018407856,30.0,9.873951848447074,9.873951848447074,0.7134,713.4000000000001,0.01598353252554365,1140.265210372284,1758.3118124476237,125000.0,71.09091750114344,70.19482962682136,70.0,69.0509450114857,1.0,5.548147921846197,30.21429265624751,-0.04441465270137016,17.337962255769366,0.25499999999999545,0.08333333333333333,3.0599999999999454,0.5810743345788407,9.297189353261452,0.3291317282815691,593.2387114838187
23,02/02/2023,71.415,71.685,70.79,70.83,103566,135598,AD1 Curncy,Future,CME,USD,0.005,5,1000,70830,70.83,71.085,1.1144397695637491,8569,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.007148864592094295,-0.5100000000000051,0.2601000000000052,70.39342621229075,69.20198481412166,1.19144139816909,0.33345563191131083,0.5774561731519638,2.0632585701972386,30.0,9.935818970784494,9.935818970784494,0.7083,708.3000000000001,0.01573400775891217,1114.4397695637492,1718.4884650173467,125000.0,72.73834101571245,72.27149885673076,72.0,70.19482962682136,2.0,4.9021265210495715,30.99975518884823,-0.14615298371849367,15.31914537827991,0.25499999999999545,0.08333333333333333,3.0599999999999454,0.5774561731519638,9.239298770431422,0.33119396569281645,624.238466672667
24,03/02/2023,70.835,70.895,69.285,69.36,131834,130981,AD1 Curncy,Future,CME,USD,0.005,5,1000,69360,69.36,69.62,1.0610313378903002,8570,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.020753917831427326,-1.4699999999999989,2.1608999999999967,70.2718466579036,69.20684681984099,1.0649998380626045,0.4322364085647533,0.6574468864971172,1.6199024741556431,30.0,8.89805719693794,8.89805719693794,0.6936,693.6,0.015297452968429935,1061.0313378903002,1636.1315927375485,125000.0,76.39972270864354,67.98091024917086,68.0,72.27149885673076,-4.0,1.6128814818700332,28.8297053180785,-0.15708225558237654,5.040254630843854,0.2600000000000051,0.08333333333333333,3.1200000000000614,0.6574468864971172,10.519150183953876,0.296601906564598,653.0681719907454
25,06/02/2023,69.245,69.575,68.645,68.89,100231,126404,AD1 Curncy,Future,CME,USD,0.005,5,1000,68890,68.89,69.16,1.0314777829172743,8571,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.006776239907727799,-0.46999999999999886,0.22089999999999893,70.10927646285612,69.1970976869228,0.9121787759333131,0.42081281891260447,0.6487008701339967,1.4061624054009547,30.0,9.36487105180705,9.36487105180705,0.6889000000000001,688.9000000000001,0.014972823093587957,1031.4777829172742,1590.5594185308778,125000.0,78.58870190178523,73.59730594391222,74.0,67.98091024917086,6.0,1.0581847919952438,27.53272089231324,-0.1665289626091885,-3.306827474985137,0.269999999999996,0.08333333333333333,3.2399999999999523,0.6487008701339967,10.379213922143947,0.31216236839356837,680.6008928830587
26,07/02/2023,68.925,69.985,68.915,69.505,140171,123104,AD1 Curncy,Future,CME,USD,0.005,5,1000,69505,69.505,69.75,0.9187111442950416,8572,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.008927275366526377,0.6149999999999949,0.3782249999999937,70.0381851142848,69.20657160424827,0.8316135100365329,0.41851077464705794,0.6469240872367158,1.2854885549071193,30.0,8.52109251882443,8.52109251882443,0.69505,695.05,0.013217914456442582,918.7111442950417,1416.6710012259703,125000.0,88.2350241459213,75.1858804148103,75.0,73.59730594391222,2.0,1.7677881877032773,25.052012005344288,-0.16220518745762294,-5.524338086572741,0.24500000000000455,0.08333333333333333,2.9400000000000546,0.6469240872367158,10.350785395787453,0.2840364172941477,705.652904888403
27,08/02/2023,69.725,70.045,69.27,69.335,69514,122851,AD1 Curncy,Future,CME,USD,0.005,5,1000,69335,69.335,69.58,0.8854618380550859,8573,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0024458672037983575,-0.1700000000000017,0.02890000000000058,69.9554574537807,69.21052324719447,0.7449342065862226,0.39745073277424403,0.6304369379836845,1.1816157361729671,30.0,8.743935622856483,8.743935622856483,0.6933499999999999,693.3499999999999,0.012770777212880738,885.461838055086,1365.3999044797008,125000.0,91.5482706494201,80.04921849423711,80.0,75.1858804148103,5.0,2.5369063426146083,25.182534593827626,-0.16732766366683968,-7.9278323206706505,0.24500000000000455,0.08333333333333333,2.9400000000000546,0.6304369379836845,10.086991007738952,0.2914645207618828,730.8354394822306
28,09/02/2023,69.34,70.19,69.295,69.475,78940,125499,AD1 Curncy,Future,CME,USD,0.005,5,1000,69475,69.475,69.715,0.768075951095893,8574,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.002019182231196348,0.14000000000000057,0.01960000000000016,69.89893304745355,69.21866099343464,0.6802720540189142,0.3770263688405011,0.6140247298281244,1.1078903193513616,30.0,8.794434063774196,8.794434063774196,0.69475,694.75,0.01105542930688583,768.075951095893,1184.3885136405443,125000.0,105.5396928966983,92.8161870290991,93.0,80.04921849423711,13.0,2.8058318737681462,24.80030405984317,-0.1566253182685158,-8.768224605525457,0.2400000000000091,0.08333333333333333,2.880000000000109,0.6140247298281244,9.82439567724999,0.29314780212580654,755.6357435420738
29,10/02/2023,69.465,69.68,69.16,69.21,73913,126720,AD1 Curncy,Future,CME,USD,0.005,5,1000,69210,69.21,69.445,0.7577213647851413,8575,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.0038143216984526385,-0.26500000000000057,0.0702250000000003,69.8178821006943,69.21839450132896,0.5994875993653466,0.3604425110653389,0.600368645971239,0.9985324906425334,30.0,8.807088836969825,8.807088836969825,0.6920999999999999,692.0999999999999,0.010948148602588375,757.7213647851413,1168.4215339786297,125000.0,106.98193790930786,94.21994311184642,94.0,92.8161870290991,1.0,3.446614016890505,24.835990520254846,-0.18102700687242212,-10.770668802782827,0.23499999999999943,0.08333333333333333,2.819999999999993,0.600368645971239,9.605898335539823,0.29356962789899416,780.4717340623287
30,13/02/2023,69.24,69.805,68.975,69.7,56170,126547,AD1 Curncy,Future,CME,USD,0.005,5,1000,69700,69.7,69.935,0.7536960041368495,8576,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0070799017483023086,0.4900000000000091,0.24010000000000892,69.80401361825967,69.2332131320573,0.5708004862023728,0.35393751046721295,0.5949264748413983,0.9594471087448961,30.0,8.887652884181334,8.887652884181334,0.6970000000000001,697.0000000000001,0.010813429040700852,753.6960041368494,1162.214347165535,125000.0,107.55331002827155,95.58964860760167,96.0,94.21994311184642,1.0,3.020461543936735,24.529921960340904,-0.19229415179958909,-9.438942324802296,0.23499999999999943,0.08333333333333333,2.819999999999993,0.5949264748413983,9.518823597462372,0.2962550961393778,805.0016560226695
31,14/02/2023,69.705,70.375,69.28,69.96,119406,125073,AD1 Curncy,Future,CME,USD,0.005,5,1000,69960,69.96,70.19,0.7297643455151624,8577,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,0.0037302725968435535,0.2599999999999909,0.06759999999999527,69.82236495728795,69.25557580491709,0.566789152370859,0.33845980719871466,0.581772985965071,0.9742445353158568,30.0,8.89522223417708,8.89522223417708,0.6996,699.6,0.010431165601989173,729.7643455151624,1125.3112498306282,125000.0,111.08037888967509,98.80846560802522,99.0,95.58964860760167,3.0,2.283570440108867,25.08452670038082,-0.16324358445114873,-7.136157625340208,0.23000000000000398,0.08333333333333333,2.7600000000000477,0.581772985965071,9.308367775441136,0.2965074078059027,830.0861827230503
32,15/02/2023,69.925,69.95,68.705,69.07,102564,126925,AD1 Curncy,Future,CME,USD,0.005,5,1000,69070,69.07,69.305,0.7403840782448731,8578,0.002,,0.6485,0.6485,1000,36,0.05405405405405406,0.11764705882352941,0.03076923076923077,-0.012721555174385335,-0.8900000000000006,0.792100000000001,69.73385143290113,69.2498657801504,0.48398565275073224,0.3629808987014869,0.6024789612106691,0.8033237405969712,30.0,8.776240068823622,8.776240068823622,0.6907,690.6999999999999,0.010719329350584525,740.3840782448731,1141.687090585772,125000.0,109.48709241852383,96.08850075024438,96.0,98.80846560802522,-3.0,3.3422466928051837,24.748996994082553,-0.16106606742239235,-10.444520915016199,0.23500000000001364,0.08333333333333333,2.8200000000001637,0.6024789612106691,9.639663379370706,0.29254133562745405,854.8351797171329
